Response,Label
ngfxbngf,1
fgfdgfdgf,1
zerxtcrytuyi,1
grbrrhr fgthnfhn,1
m,1
ggggggggg vvvh ggh,1
g ugug guguguugiu guihu i uhu hiuih uh,1
vvv jhghjg iuy kjjhk okjjkgkj ioujhghjgjh oiukhjkjjh oiukjhkhj,1
NACJKHROWHE,1
yfrkygtouhlihk,1
dtwetwetwet,1
sdfjyutgrefsefgthyjghfgerdgf,1
mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm,1
sdfg,1
fsfseeter,1
ioomimoimjoomij,1
l,1
dftdf,1
cdddd ggggg,1
/,1
ewredwsfgdasfas,1
trhfg,1
JJTYJJ,1
nihugy,1
hjbglighl,1
bjhhui  hvgytgguy  nkjjjjn,1
??????????????????????????????????gggcfdfydyxtxyyxdyfdyydydyd,1
nzjxudhs,1
f,1
hdhdhdhd dhdhdhjdhjdhjdhd dhdhyd,1
yufiftyivgyjvgyjvgyjvgyj,1
agagegegeg,1
fgj g fgj fgj,1
jgjghj,1
hfghdfvb,1
zb,1
sef�oksfe�ojkfse �oef�ojef�ojksfe�ojk effsesef,1
Vv,1
zdfref,1
qqqqqqqqqqq,1
afk;vnrleajnkjghjkfdalvnkjbliu,1
gvjhmbg,1
"eiuewifhsd fwehrweuoiewujfljdsj fhkjdsvcmncxv,mcnsdjfksdfljlskdjfewiwjil",1
Hffvjj,1
ghdskfj dhfgsjdk dsgfsd,1
inhdqwd bwubdq�pdw qwudbpq,1
kljhb,1
yjtsjysttyj,1
hjghghjg ouiy jhgjhgjhg iuhgjhgjhg iuyjhghjgjhg iujhgjhgj,1
trsgfdgghdfg,1
jkfdgbdlj,1
k,1
hytr,1
shdhbdbbcbfbdbdbdbbdhbdhdhjdjdnndjjdjdjdnjdndnfnfjjfjjfjfjjddj,1
dfgdfgdfgdfg,1
hjhbh jg jgg  ig gi uiu guigi,1
sdfsfsdf,1
dgjfgjh,1
dsvdsbvdbxc,1
jko,1
mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm,1
fgdfgdgdfgdfg,1
huygyug  hgvhgggg  hhghh,1
d asd asd asd sa,1
jhuuygyilu,1
Kckcughcivj,1
Bbbnnbvvvvvvvg,1
wedrtfyuh,1
nnnnnnnnnn,1
asdfghj,1
fgfdghregreg,1
iuy jhjhg iuy hgfhgfhgf uyt jhgfjhhgf iuy jhgjhgjhg iujhgjhgjh,1
"vrkajhefjharj, avrha jehvlj",1
jinjifev re vre vreivreivreio vioer vre vre v eiv revrev reiv rei vrei vireo vore ov oij iov rejiv rejiv jreiv re vioer vjir jiv riv rev rojv rhv rev rev rei vrein viuwen viuwe cie ovreouvrthvthv jif vhg,1
tfkhgjhk,1
sdfsdadsfafsd sdfdsfdsf sdfaadsfdsf,1
Djdjdj cndjdjj,1
dhgtdhrseg,1
dgfgfhfgh,1
sd,1
hey d us eh eh,1
Dhdhd,1
rthy tghnmgjm,1
luoup,1
y  yuutytt  yuu uy  yyuuyyu yu,1
nnanaaa,1
fsdfwefwer errwer wer 23r re rw3r 3r 3rr2rwe rytdrfgdsf sfsdfwe fsdfwe,1
WASERDTFYGUHINB CFTCY FYFFVGHVGHV.,1
y65y,1
fghhghg,1
Snxbsjbs,1
ghgfh,1
nnnnnnnnnnnnn,1
aaa,1
zXZXz,1
mmmmmmmmmmmmmmmmmmm,1
j jh hj hj,1
dtg hjtu sr6u7utj t,1
khkhkjh,1
rtrt trtr,1
..............,1
fhdfhdfhjd,1
iiiiiiiiiiiiiiiiiiiiiiiiii,1
adaadsdas,1
zzzz,1
dbhxdhdh,1
y98y89,1
fwefrdasfasfsdfdsa,1
gyftr tfygu,1
pmokmmjiimoj,1
ilonhbgf,1
fefwff,1
hhihkj hiuhyiuhkh guyg ihkjh iuhuik ihuih iufytdy ojlk oiuoi,1
ghjbnm,1
Cddfghh,1
jhlkjhkhlk,1
v,1
ftuyjghk,1
jggjgyjgyjgjy,1
cxasrtdvfgsygdfgbhfdjghmnghfkh,1
oo,1
Hkglg,1
gxhhststystyjstsjt,1
kjlkjkljkljlkjjlkjklmklkl'jlm;',1
drh,1
xfnnfffn,1
dssdxfds,1
\sdfgbvnm,1
afafg,1
Djdkje ddkdkdjdld dbdj,1
k hkjlhlkjhjkkj,1
Ggvds,1
ujhybbhbh vghb hbh,1
hgb hbfghhfub vhgvu bhub  ubghuh bugb hughbgu u ugh,1
dasfdgfedfghf,1
dcasdsa dasdasdasd sdadsda,1
mmmmmmmmmmmmm,1
sdfsdf,1
hgjkjlj'lk k;,1
"thwt htr hjrertj tukeryerth tkmtd htnm tm jut,k",1
zdhfxcncnc,1
ewfwff,1
dwdwadwadwad,1
jkjhg,1
jfjlhfjk,1
erwerjuh wekjhrjeh qewjrhwerjhw ekwerhjkh wqer w,1
mnp;lopbjukbvk,1
fdgdgf,1
akvaej;o;a;jo,1
-----------------------------------------------------------------,1
yiehjsdk,1
asdkryhstayayyy,1
dfgbhrfh rfhfj fhnfhn,1
hdfgtfh,1
sdff,1
hshsrh srjrjsrjjs,1
gdvb,1
ksks,1
jncbcxc.es,1
yhhgh,1
qq,1
erw erg reg erg reg er gregrgre,1
asda erfwerew rtwererereretwe.,1
ageaggeeeg,1
Fnfjdjfjfkfjfgjffj,1
x,1
dasd as fddas das fda,1
yjthrtndb,1
159357,1
defrtg5hyu7jk9opk98hjuy7gt5frdesw,1
hkkhjm,1
trrt,1
Xd,1
Ggjfdj,1
ksusuysshzhzl,1
kjhgb,1
cnvngng,1
fdgfdgdfgdfgdfgdfg,1
Fhfdccvvvv,1
cv nspkansfpkvnaspkodfnvmapksdnmvpkasdnfpkvnadkpfvnadkopfnvpakdfmvpkasdfkpvadfkzdknmsfd,1
avkjhiv,1
Ghc,1
EMDD6Z3BE3,1
iohuibioio,1
456798132,1
ghffhfhhfhnfhffh,1
"njrgvh,k",1
yerrr,1
asdfdsasadfd dsfdsdsads dsfadsfdsf,1
i likeit verymuch,1
caxgdsgasdgs,1
IHUYTL9YG,1
eiwyriuewfhkjsdhf iuewyhiurhejfh dshfiuewhuk fhkdsfiewiuhejkdf wieuiuewkfh,1
wefwef,1
dtyjukytjuytjy,1
chgcfghgf,1
mjom,1
ewtweew,1
Hzhz zhzjz zbzhzz zhhzz zbhz zhzhzhz zbzbzbzbzbx,1
"xcmvxzkjds ,d;sfl k'f;j",1
erwrtetre,1
bkbklbl;,1
euwjskm,1
htrdh,1
askfashdfgjhk,1
hhgfhgfhgfghfghfghfghf,1
E,1
wqeqwewqeqw asdassad qwewqqew,1
dfgdgsgdgdg,1
sarwerujb kjwhejewhjjkre werwewerwer werwerewr werwerwer werwe,1
sahasd hasdh,1
fdgdfgdfgdfg,1
bjyu ghyy,1
aswedrftgyhuj,1
t yryu,1
Ndxfgjg,1
rtfgfgf,1
"rvnoreinjvoiernvr, rincviurnfoirn, ruvbuorweijewmpormonm jufebviuberuvoneroi fvubreiufbiurfnoiren, ifrnionrifjewfo, rjubviuernvoir",1
hjljkjn,1
Gbgbhhnhhhjj,1
s,1
dddddddd,1
tytryryrtyry,1
fadsfasdfasd,1
GTHYYTH,1
hvhjhjgjg ghgjgj hjggjh,1
retert,1
jdrjddkdnd knees,1
Ywe,1
fgdetretert,1
ghgfn vghftgb cvfhcbf vvthf cngfn,1
ohih'iohio,1
fgfgdgf,1
bkhgv nkojv bhub nihb,1
jgghjghj hjghjghjghj jhhjghj jhgjhghj jhghjghjgj jhgjhghj jhghjghj hjghjg jhgjhghjgj jhghjghj jhghj,1
rthwethys sdfgsdfhfsdgh,1
tcg hjtgh drjkrdrtyj rtyusrt,1
rtertert retretert ert ertertert,1
khuiehiueh fjksiuhfiuewhfkhd fiehfuih,1
oiuhoiugiuhy,1
ohilgukfyt,1
Cididof  Rididifififi  Fifififi,1
kmjhhg,1
jkhmtrg,1
asdf asdf asdf sa,1
Ciudg,1
rszresre,1
sutff,1
arwaewaewqeqwewq,1
Xbxbdbdbdb,1
wwww,1
fgdfg,1
jhvkjvk,1
u,1
Dhgcjj,1
p,1
hyutu,1
Gh uhh bufhyrgydgegegte,1
etrsyth,1
dhndjgbsd sgdf fgsdg gfdgfdhghdghf gdgfhdgfg g fg,1
.........,1
sfgsf,1
fdghfjk thyrjektulyri etryjtkuyliu�op�i,1
ihuuew qe rfer,1
cghdfgh dfgh ftyutru,1
ghfgh fgh fgh fghfgh fghfghf,1
nkkkklknnlkklnnk,1
zgdfjg hfugkgihi,1
Hejdjfjfjf,1
cvbnvbncbnvbn,1
retretert,1
tdrfyghu,1
"bghmjmgdfjgkhlkj.j,hgfd",1
htr,1
dwaawdaw,1
sdgsd,1
gesdfg,1
chgjh,1
gvjhg,1
cvfgbxfg,1
iukj,1
JYRJSSJRSYJSYJJRJRjyrjrjyrjyrjyjyrjyrryrsj,1
mmmmmmmmmmmmmmmm,1
dfcvfgvbhb,1
dthjhdf,1
"oirtiero fefkldjslkfjsd lkdfkldsjd.fm.ds,f lskesfdlkjfsdkfjflkdjslkf dlskjflk;sdf;s d;ldkfl;dksf;ls;lksd;lfk",1
jhbg mjnbhg mnhb gvhbgm nhg,1
askdlaibhsdliabhsldasd,1
hgfdsdfgh,1
mobkjhbbl;klb,1
kkhj,1
Vhyg,1
bhjnnhrsajnyh,1
xxx,1
fasd,1
fdhdgdfgdfg,1
very good,1
fgfgfgf,1
cvcfvxcvbxcb xcvgxcvxcvx,1
*yb.  gykuhjhvasjhvcyzvjchvzjhvjhzbcjusb,1
jhjhjkhkj,1
GJGHHJGJKGJG,1
itch j j i. i ivuguf,1
afasfa fasdfsdf,1
guy to hg g gh b,1
drhdf,1
jkhjmhygutytrtrt,1
56y w,1
ghdffgsfgsd,1
CFYIUIIGVYUIKIIL FYIUJOKIBUY FUIU JM.,1
ZXZX,1
rextdctry,1
nnnn,1
hjghjghj hjghjghj jhgjhghj jhghjgh jhgjhgh jhghjghj jhgjhghj jhgjghj jhghjg jkhkjj jhghjgjh jhgjhg jhgjhghj jh,1
adsfadsfsad,1
Yhuu,1
tggggggggg,1
vey b yguhuiyvuytfrtexc  vuhvbhtcvhjb,1
hterwg h4ykj4erg a4thgQ RFGAET,1
dfcvfgvbgh,1
cvbvcb,1
ljljljlkjl,1
Hlgbhjul;juh,1
jdjdj hrhjrjrjr nrjffnjr,1
hhlk iouy iuy ioy ioy io,1
khkhlkh,1
bhhbb,1
jkljjljljjlkjkl,1
�oooo,1
Ununununun,1
adwawd,1
adawd,1
Hihihihi,1
Gycyyfyg vgyccyc gctctc ycygyv cyuguv ycycyvycy uc,1
Jdifjdicjdjcjdjdhhjh huvyjgjhbhj hjguhguguhg,1
Givghhyfg huhf Hugh,1
Jrjdbxnejdhrnrdb,1
Jdbhdjdsjdnd,1
"C,c. XX",1
nanananna,1
Dndjdjdj,1
dfsef  r gr rb   er eg e gerger err r ergergerg ergr g er ber,1
Djdj djdjdj irir ooej,1
trgvfdew,1
6g5tf4r3de,1
uiyujtyhrgr,1
 ,1
Hhhhu,1
Csihvrxgi dkz dlh zekh _;! Xkhr zkh exkh s,1
Ujchjo,1
